pollster,sample_size,numeric_grade,pollscore,state,transparency_score,end_date,party,answer,pct
InsiderAdvantage,800,2,-0.3,Wisconsin,5,2024-10-09,REP,Trump,48
Redfield & Wilton Strategies,608,1.8,0.4,Georgia,9,2024-10-09,DEM,Harris,47
Redfield & Wilton Strategies,608,1.8,0.4,Georgia,9,2024-10-09,REP,Trump,48
Redfield & Wilton Strategies,608,1.8,0.4,Georgia,9,2024-10-09,LIB,Oliver,1
Redfield & Wilton Strategies,608,1.8,0.4,Georgia,9,2024-10-09,GRE,Stein,1
Redfield & Wilton Strategies,707,1.8,0.4,Pennsylvania,9,2024-10-09,DEM,Harris,46
Redfield & Wilton Strategies,707,1.8,0.4,Pennsylvania,9,2024-10-09,REP,Trump,48
Redfield & Wilton Strategies,707,1.8,0.4,Pennsylvania,9,2024-10-09,LIB,Oliver,1
Redfield & Wilton Strategies,707,1.8,0.4,Pennsylvania,9,2024-10-09,GRE,Stein,0
Alaska Survey Research,1254,1.9,-0.1,Alaska,7,2024-10-09,DEM,Harris,43
Alaska Survey Research,1254,1.9,-0.1,Alaska,7,2024-10-09,REP,Trump,50
Alaska Survey Research,1254,1.9,-0.1,Alaska,7,2024-10-09,IND,Kennedy,7
Alaska Survey Research,1254,1.9,-0.1,Alaska,7,2024-10-09,DEM,Harris,46
Alaska Survey Research,1254,1.9,-0.1,Alaska,7,2024-10-09,REP,Trump,54
TIPP,1079,1.8,-0.4,Pennsylvania,3,2024-10-09,DEM,Harris,49.2
TIPP,1079,1.8,-0.4,Pennsylvania,3,2024-10-09,REP,Trump,45.3
TIPP,803,1.8,-0.4,Pennsylvania,3,2024-10-09,DEM,Harris,47.5
TIPP,803,1.8,-0.4,Pennsylvania,3,2024-10-09,REP,Trump,48.9
TIPP,1079,1.8,-0.4,Pennsylvania,3,2024-10-09,DEM,Harris,48.5
TIPP,1079,1.8,-0.4,Pennsylvania,3,2024-10-09,REP,Trump,44.9
TIPP,1079,1.8,-0.4,Pennsylvania,3,2024-10-09,IND,West,1.3
TIPP,1079,1.8,-0.4,Pennsylvania,3,2024-10-09,GRE,Stein,0.5
TIPP,803,1.8,-0.4,Pennsylvania,3,2024-10-09,DEM,Harris,48.3
TIPP,803,1.8,-0.4,Pennsylvania,3,2024-10-09,REP,Trump,49
TIPP,803,1.8,-0.4,Pennsylvania,3,2024-10-09,IND,West,1.3
TIPP,803,1.8,-0.4,Pennsylvania,3,2024-10-09,GRE,Stein,0.2
Morning Consult,10188,1.9,-0.3,National,3,2024-10-09,DEM,Harris,50
Morning Consult,10188,1.9,-0.3,National,3,2024-10-09,REP,Trump,46
Fabrizio/McLaughlin,800,NA,0.3,Arizona,1,2024-10-09,DEM,Harris,46
Fabrizio/McLaughlin,800,NA,0.3,Arizona,1,2024-10-09,REP,Trump,49
Fabrizio/McLaughlin,800,NA,0.3,Georgia,1,2024-10-09,DEM,Harris,45
Fabrizio/McLaughlin,800,NA,0.3,Georgia,1,2024-10-09,REP,Trump,50
Fabrizio/McLaughlin,800,NA,0.3,Michigan,1,2024-10-09,DEM,Harris,48
Fabrizio/McLaughlin,800,NA,0.3,Michigan,1,2024-10-09,REP,Trump,49
Fabrizio/McLaughlin,800,NA,0.3,Nevada,1,2024-10-09,DEM,Harris,47
Fabrizio/McLaughlin,800,NA,0.3,Nevada,1,2024-10-09,REP,Trump,50
Fabrizio/McLaughlin,800,NA,0.3,North Carolina,1,2024-10-09,DEM,Harris,47
Fabrizio/McLaughlin,800,NA,0.3,North Carolina,1,2024-10-09,REP,Trump,48
Fabrizio/McLaughlin,800,NA,0.3,Pennsylvania,1,2024-10-09,DEM,Harris,48
Fabrizio/McLaughlin,800,NA,0.3,Pennsylvania,1,2024-10-09,REP,Trump,49
Fabrizio/McLaughlin,800,NA,0.3,Wisconsin,1,2024-10-09,DEM,Harris,48
Fabrizio/McLaughlin,800,NA,0.3,Wisconsin,1,2024-10-09,REP,Trump,49
University of Massachusetts Lowell/YouGov,800,2.9,-1,Pennsylvania,9,2024-10-09,DEM,Harris,46
University of Massachusetts Lowell/YouGov,800,2.9,-1,Pennsylvania,9,2024-10-09,REP,Trump,45
University of Massachusetts Lowell/YouGov,800,2.9,-1,Pennsylvania,9,2024-10-09,GRE,Stein,1
University of Massachusetts Lowell/YouGov,800,2.9,-1,Pennsylvania,9,2024-10-09,LIB,Oliver,0
ActiVote,400,NA,NA,Michigan,8,2024-10-09,DEM,Harris,51.2
ActiVote,400,NA,NA,Michigan,8,2024-10-09,REP,Trump,48.8
ActiVote,400,NA,NA,Minnesota,8,2024-10-09,DEM,Harris,52.9
ActiVote,400,NA,NA,Minnesota,8,2024-10-09,REP,Trump,47.1
InsiderAdvantage,800,2,-0.3,Pennsylvania,5,2024-10-08,DEM,Harris,47
InsiderAdvantage,800,2,-0.3,Pennsylvania,5,2024-10-08,REP,Trump,49
Trafalgar Group,1089,0.7,0.6,Georgia,4,2024-10-08,DEM,Harris,44.9
Trafalgar Group,1089,0.7,0.6,Georgia,4,2024-10-08,REP,Trump,46.2
Yale Youth Poll,5500,NA,NA,National,4.5,2024-10-08,DEM,Harris,46.9
Yale Youth Poll,5500,NA,NA,National,4.5,2024-10-08,REP,Trump,45.6
Yale Youth Poll,5500,NA,NA,National,4.5,2024-10-08,GRE,Stein,1.5
Yale Youth Poll,5500,NA,NA,National,4.5,2024-10-08,LIB,Oliver,0.7
Yale Youth Poll,5500,NA,NA,National,4.5,2024-10-08,IND,West,1.2
co/efficient,2180,1.1,0.3,National,5,2024-10-08,DEM,Harris,49
co/efficient,2180,1.1,0.3,National,5,2024-10-08,REP,Trump,47
Morning Consult,10812,1.9,-0.3,National,3,2024-10-08,DEM,Harris,50
Morning Consult,10812,1.9,-0.3,National,3,2024-10-08,REP,Trump,46
Emerson,1000,2.9,-1.1,Arizona,7,2024-10-08,DEM,Harris,48.2
Emerson,1000,2.9,-1.1,Arizona,7,2024-10-08,REP,Trump,50.5
Emerson,1000,2.9,-1.1,Georgia,7,2024-10-08,DEM,Harris,49.8
Emerson,1000,2.9,-1.1,Georgia,7,2024-10-08,REP,Trump,49.7
Emerson,950,2.9,-1.1,Michigan,7,2024-10-08,DEM,Harris,49.7
Emerson,950,2.9,-1.1,Michigan,7,2024-10-08,REP,Trump,49.6
Emerson,900,2.9,-1.1,Nevada,7,2024-10-08,DEM,Harris,49.2
Emerson,900,2.9,-1.1,Nevada,7,2024-10-08,REP,Trump,48.1
Emerson,1000,2.9,-1.1,North Carolina,7,2024-10-08,DEM,Harris,49
Emerson,1000,2.9,-1.1,North Carolina,7,2024-10-08,REP,Trump,49.9
Emerson,1000,2.9,-1.1,Pennsylvania,7,2024-10-08,DEM,Harris,49
Emerson,1000,2.9,-1.1,Pennsylvania,7,2024-10-08,REP,Trump,49.7
Emerson,1000,2.9,-1.1,Wisconsin,7,2024-10-08,DEM,Harris,49.2
Emerson,1000,2.9,-1.1,Wisconsin,7,2024-10-08,REP,Trump,49.9
Siena/NYT,656,3,-1.5,Montana,9,2024-10-08,DEM,Harris,39
Siena/NYT,656,3,-1.5,Montana,9,2024-10-08,REP,Trump,57
Siena/NYT,656,3,-1.5,Montana,9,2024-10-08,DEM,Harris,38
Siena/NYT,656,3,-1.5,Montana,9,2024-10-08,REP,Trump,56
Siena/NYT,656,3,-1.5,Montana,9,2024-10-08,GRE,Stein,0
Siena/NYT,656,3,-1.5,Montana,9,2024-10-08,LIB,Oliver,0
Siena/NYT,656,3,-1.5,Montana,9,2024-10-08,DEM,Harris,40
Siena/NYT,656,3,-1.5,Montana,9,2024-10-08,REP,Trump,57
Siena/NYT,656,3,-1.5,Montana,9,2024-10-08,DEM,Harris,39
Siena/NYT,656,3,-1.5,Montana,9,2024-10-08,REP,Trump,56
Siena/NYT,656,3,-1.5,Montana,9,2024-10-08,GRE,Stein,0
Siena/NYT,656,3,-1.5,Montana,9,2024-10-08,LIB,Oliver,0
Torchlight Strategies,600,NA,NA,Nebraska,2,2024-10-08,DEM,Harris,37
Torchlight Strategies,600,NA,NA,Nebraska,2,2024-10-08,REP,Trump,57
J.L. Partners,800,1.6,0.2,Pennsylvania,6,2024-10-08,DEM,Harris,47
J.L. Partners,800,1.6,0.2,Pennsylvania,6,2024-10-08,REP,Trump,47
J.L. Partners,800,1.6,0.2,Pennsylvania,6,2024-10-08,LIB,Oliver,1
J.L. Partners,800,1.6,0.2,Pennsylvania,6,2024-10-08,GRE,Stein,1
Tarrance,818,1.6,-0.4,Florida,1,2024-10-08,DEM,Harris,44
Tarrance,818,1.6,-0.4,Florida,1,2024-10-08,REP,Trump,51
Hart/POS,1000,2.6,-0.7,National,4,2024-10-08,DEM,Harris,46
Hart/POS,1000,2.6,-0.7,National,4,2024-10-08,REP,Trump,47
Hart/POS,1000,2.6,-0.7,National,4,2024-10-08,IND,Kennedy,2
Hart/POS,1000,2.6,-0.7,National,4,2024-10-08,IND,West,0
Hart/POS,1000,2.6,-0.7,National,4,2024-10-08,GRE,Stein,1
Hart/POS,1000,2.6,-0.7,National,4,2024-10-08,LIB,Oliver,1
Hart/POS,1000,2.6,-0.7,National,4,2024-10-08,CON,Terry,0
Hart/POS,1000,2.6,-0.7,National,4,2024-10-08,DEM,Harris,48
Hart/POS,1000,2.6,-0.7,National,4,2024-10-08,REP,Trump,48
Ipsos,2631,2.8,-0.9,National,9.5,2024-10-08,DEM,Harris,49
Ipsos,2631,2.8,-0.9,National,9.5,2024-10-08,REP,Trump,48
Ipsos,2631,2.8,-0.9,National,9.5,2024-10-08,IND,West,0
Ipsos,2631,2.8,-0.9,National,9.5,2024-10-08,GRE,Stein,1
Ipsos,2631,2.8,-0.9,National,9.5,2024-10-08,LIB,Oliver,1
Ipsos,2226,2.8,-0.9,National,9.5,2024-10-08,DEM,Harris,49
Ipsos,2226,2.8,-0.9,National,9.5,2024-10-08,REP,Trump,47
Ipsos,2226,2.8,-0.9,National,9.5,2024-10-08,IND,West,0
Ipsos,2226,2.8,-0.9,National,9.5,2024-10-08,GRE,Stein,1
Ipsos,2226,2.8,-0.9,National,9.5,2024-10-08,LIB,Oliver,1
Ipsos,1714,2.8,-0.9,National,9.5,2024-10-08,DEM,Harris,50
Ipsos,1714,2.8,-0.9,National,9.5,2024-10-08,REP,Trump,48
Ipsos,1714,2.8,-0.9,National,9.5,2024-10-08,IND,West,0
Ipsos,1714,2.8,-0.9,National,9.5,2024-10-08,GRE,Stein,0
Ipsos,1714,2.8,-0.9,National,9.5,2024-10-08,LIB,Oliver,1
Ipsos,2631,2.8,-0.9,National,9.5,2024-10-08,DEM,Harris,50
Ipsos,2631,2.8,-0.9,National,9.5,2024-10-08,REP,Trump,49
Ipsos,2226,2.8,-0.9,National,9.5,2024-10-08,DEM,Harris,50
Ipsos,2226,2.8,-0.9,National,9.5,2024-10-08,REP,Trump,49
Ipsos,1714,2.8,-0.9,National,9.5,2024-10-08,DEM,Harris,51
Ipsos,1714,2.8,-0.9,National,9.5,2024-10-08,REP,Trump,48
ActiVote,1000,NA,NA,National,8,2024-10-08,DEM,Harris,49.4
ActiVote,1000,NA,NA,National,8,2024-10-08,REP,Trump,50.6
Change Research,895,1.4,0.6,Nebraska,5,2024-10-08,DEM,Harris,38
Change Research,895,1.4,0.6,Nebraska,5,2024-10-08,REP,Trump,58
Fabrizio/Impact,600,1.7,-0.3,Michigan,2,2024-10-08,DEM,Harris,46
Fabrizio/Impact,600,1.7,-0.3,Michigan,2,2024-10-08,REP,Trump,46
Fabrizio/Impact,600,1.7,-0.3,Michigan,2,2024-10-08,IND,Kennedy,3
Fabrizio/Impact,600,1.7,-0.3,Michigan,2,2024-10-08,GRE,Stein,1
Fabrizio/Impact,600,1.7,-0.3,Michigan,2,2024-10-08,LIB,Oliver,0
Fabrizio/Impact,600,1.7,-0.3,Michigan,2,2024-10-08,IND,West,0
Fabrizio/Impact,600,1.7,-0.3,Michigan,2,2024-10-08,DEM,Harris,48
Fabrizio/Impact,600,1.7,-0.3,Michigan,2,2024-10-08,REP,Trump,49
Fabrizio/GBAO,600,NA,NA,Arizona,6,2024-10-08,DEM,Harris,47
Fabrizio/GBAO,600,NA,NA,Arizona,6,2024-10-08,REP,Trump,45
Fabrizio/GBAO,600,NA,NA,Arizona,6,2024-10-08,IND,West,0
Fabrizio/GBAO,600,NA,NA,Arizona,6,2024-10-08,IND,Kennedy,0
Fabrizio/GBAO,600,NA,NA,Arizona,6,2024-10-08,LIB,Oliver,1
Fabrizio/GBAO,600,NA,NA,Arizona,6,2024-10-08,GRE,Stein,1
Fabrizio/GBAO,600,NA,NA,Arizona,6,2024-10-08,DEM,Harris,48
Fabrizio/GBAO,600,NA,NA,Arizona,6,2024-10-08,REP,Trump,46
Fabrizio/GBAO,600,NA,NA,Georgia,6,2024-10-08,DEM,Harris,46
Fabrizio/GBAO,600,NA,NA,Georgia,6,2024-10-08,REP,Trump,45
Fabrizio/GBAO,600,NA,NA,Georgia,6,2024-10-08,IND,West,0
Fabrizio/GBAO,600,NA,NA,Georgia,6,2024-10-08,IND,Kennedy,0
Fabrizio/GBAO,600,NA,NA,Georgia,6,2024-10-08,LIB,Oliver,0
Fabrizio/GBAO,600,NA,NA,Georgia,6,2024-10-08,GRE,Stein,2
Fabrizio/GBAO,600,NA,NA,Georgia,6,2024-10-08,DEM,Harris,48
Fabrizio/GBAO,600,NA,NA,Georgia,6,2024-10-08,REP,Trump,46
Fabrizio/GBAO,600,NA,NA,Michigan,6,2024-10-08,DEM,Harris,47
Fabrizio/GBAO,600,NA,NA,Michigan,6,2024-10-08,REP,Trump,45
Fabrizio/GBAO,600,NA,NA,Michigan,6,2024-10-08,IND,West,1
Fabrizio/GBAO,600,NA,NA,Michigan,6,2024-10-08,IND,Kennedy,2
Fabrizio/GBAO,600,NA,NA,Michigan,6,2024-10-08,LIB,Oliver,1
Fabrizio/GBAO,600,NA,NA,Michigan,6,2024-10-08,GRE,Stein,1
Fabrizio/GBAO,600,NA,NA,Michigan,6,2024-10-08,DEM,Harris,49
Fabrizio/GBAO,600,NA,NA,Michigan,6,2024-10-08,REP,Trump,47
Fabrizio/GBAO,600,NA,NA,North Carolina,6,2024-10-08,DEM,Harris,45
Fabrizio/GBAO,600,NA,NA,North Carolina,6,2024-10-08,REP,Trump,46
Fabrizio/GBAO,600,NA,NA,North Carolina,6,2024-10-08,IND,West,1
Fabrizio/GBAO,600,NA,NA,North Carolina,6,2024-10-08,IND,Kennedy,0
Fabrizio/GBAO,600,NA,NA,North Carolina,6,2024-10-08,LIB,Oliver,2
Fabrizio/GBAO,600,NA,NA,North Carolina,6,2024-10-08,GRE,Stein,1
Fabrizio/GBAO,600,NA,NA,North Carolina,6,2024-10-08,DEM,Harris,47
Fabrizio/GBAO,600,NA,NA,North Carolina,6,2024-10-08,REP,Trump,47
Fabrizio/GBAO,600,NA,NA,Nevada,6,2024-10-08,DEM,Harris,42
Fabrizio/GBAO,600,NA,NA,Nevada,6,2024-10-08,REP,Trump,47
Fabrizio/GBAO,600,NA,NA,Nevada,6,2024-10-08,IND,West,0
Fabrizio/GBAO,600,NA,NA,Nevada,6,2024-10-08,IND,Kennedy,0
Fabrizio/GBAO,600,NA,NA,Nevada,6,2024-10-08,LIB,Oliver,3
Fabrizio/GBAO,600,NA,NA,Nevada,6,2024-10-08,GRE,Stein,0
Fabrizio/GBAO,600,NA,NA,Nevada,6,2024-10-08,DEM,Harris,43
Fabrizio/GBAO,600,NA,NA,Nevada,6,2024-10-08,REP,Trump,49
Fabrizio/GBAO,600,NA,NA,Pennsylvania,6,2024-10-08,DEM,Harris,45
Fabrizio/GBAO,600,NA,NA,Pennsylvania,6,2024-10-08,REP,Trump,46
Fabrizio/GBAO,600,NA,NA,Pennsylvania,6,2024-10-08,IND,West,0
Fabrizio/GBAO,600,NA,NA,Pennsylvania,6,2024-10-08,IND,Kennedy,0
Fabrizio/GBAO,600,NA,NA,Pennsylvania,6,2024-10-08,LIB,Oliver,1
Fabrizio/GBAO,600,NA,NA,Pennsylvania,6,2024-10-08,GRE,Stein,2
Fabrizio/GBAO,600,NA,NA,Pennsylvania,6,2024-10-08,DEM,Harris,46
Fabrizio/GBAO,600,NA,NA,Pennsylvania,6,2024-10-08,REP,Trump,47
Fabrizio/GBAO,600,NA,NA,Wisconsin,6,2024-10-08,DEM,Harris,46
Fabrizio/GBAO,600,NA,NA,Wisconsin,6,2024-10-08,REP,Trump,45
Fabrizio/GBAO,600,NA,NA,Wisconsin,6,2024-10-08,IND,West,1
Fabrizio/GBAO,600,NA,NA,Wisconsin,6,2024-10-08,IND,Kennedy,3
Fabrizio/GBAO,600,NA,NA,Wisconsin,6,2024-10-08,LIB,Oliver,0
Fabrizio/GBAO,600,NA,NA,Wisconsin,6,2024-10-08,GRE,Stein,0
Fabrizio/GBAO,600,NA,NA,Wisconsin,6,2024-10-08,DEM,Harris,48
Fabrizio/GBAO,600,NA,NA,Wisconsin,6,2024-10-08,REP,Trump,48
Targoz Market Research,1200,1.8,0.1,Tennessee,7,2024-10-08,DEM,Harris,35
Targoz Market Research,1200,1.8,0.1,Tennessee,7,2024-10-08,REP,Trump,54
Targoz Market Research,1200,1.8,0.1,Tennessee,7,2024-10-08,IND,Kennedy,5
Targoz Market Research,1200,1.8,0.1,Tennessee,7,2024-10-08,LIB,Oliver,1
Targoz Market Research,1200,1.8,0.1,Tennessee,7,2024-10-08,GRE,Stein,1
Targoz Market Research,971,1.8,0.1,Tennessee,7,2024-10-08,DEM,Harris,35
Targoz Market Research,971,1.8,0.1,Tennessee,7,2024-10-08,REP,Trump,56
Targoz Market Research,971,1.8,0.1,Tennessee,7,2024-10-08,IND,Kennedy,5
Targoz Market Research,971,1.8,0.1,Tennessee,7,2024-10-08,LIB,Oliver,1
Targoz Market Research,971,1.8,0.1,Tennessee,7,2024-10-08,GRE,Stein,0
ActiVote,400,NA,NA,Arizona,8,2024-10-08,DEM,Harris,49.3
ActiVote,400,NA,NA,Arizona,8,2024-10-08,REP,Trump,50.7
YouGov,1414,3,-1.1,National,9,2024-10-07,DEM,Harris,47
YouGov,1414,3,-1.1,National,9,2024-10-07,REP,Trump,44
YouGov,1414,3,-1.1,National,9,2024-10-07,GRE,Stein,1
YouGov,1414,3,-1.1,National,9,2024-10-07,IND,West,0
YouGov,1230,3,-1.1,National,9,2024-10-07,DEM,Harris,49
YouGov,1230,3,-1.1,National,9,2024-10-07,REP,Trump,45
YouGov,1230,3,-1.1,National,9,2024-10-07,GRE,Stein,1
YouGov,1230,3,-1.1,National,9,2024-10-07,IND,West,0
SoCal Strategies,735,NA,NA,Arizona,9,2024-10-07,DEM,Harris,48.7
SoCal Strategies,735,NA,NA,Arizona,9,2024-10-07,REP,Trump,47.8
Research Co.,450,2.4,-0.5,Michigan,6,2024-10-07,DEM,Harris,51
Research Co.,450,2.4,-0.5,Michigan,6,2024-10-07,REP,Trump,48
Research Co.,450,2.4,-0.5,Pennsylvania,6,2024-10-07,DEM,Harris,50
Research Co.,450,2.4,-0.5,Pennsylvania,6,2024-10-07,REP,Trump,49
Research Co.,450,2.4,-0.5,Wisconsin,6,2024-10-07,DEM,Harris,50
Research Co.,450,2.4,-0.5,Wisconsin,6,2024-10-07,REP,Trump,48
Morning Consult,11739,1.9,-0.3,National,3,2024-10-07,DEM,Harris,51
Morning Consult,11739,1.9,-0.3,National,3,2024-10-07,REP,Trump,45
Ipsos,1272,2.8,-0.9,National,9.5,2024-10-07,DEM,Harris,42
Ipsos,1272,2.8,-0.9,National,9.5,2024-10-07,REP,Trump,38
Ipsos,1076,2.8,-0.9,National,9.5,2024-10-07,DEM,Harris,46
Ipsos,1076,2.8,-0.9,National,9.5,2024-10-07,REP,Trump,43
Ipsos,1076,2.8,-0.9,National,9.5,2024-10-07,DEM,Harris,47
Ipsos,1076,2.8,-0.9,National,9.5,2024-10-07,REP,Trump,45
Ipsos,1272,2.8,-0.9,National,9.5,2024-10-07,DEM,Harris,48
Ipsos,1272,2.8,-0.9,National,9.5,2024-10-07,REP,Trump,47
Ipsos,1076,2.8,-0.9,National,9.5,2024-10-07,DEM,Harris,50
Ipsos,1076,2.8,-0.9,National,9.5,2024-10-07,REP,Trump,48
Ipsos,1076,2.8,-0.9,National,9.5,2024-10-07,DEM,Harris,51
Ipsos,1076,2.8,-0.9,National,9.5,2024-10-07,REP,Trump,49
Quinnipiac,1007,2.8,-0.5,Michigan,9,2024-10-07,DEM,Harris,47
Quinnipiac,1007,2.8,-0.5,Michigan,9,2024-10-07,REP,Trump,50
Quinnipiac,1007,2.8,-0.5,Michigan,9,2024-10-07,GRE,Stein,0
Quinnipiac,1007,2.8,-0.5,Michigan,9,2024-10-07,LIB,Oliver,1
Quinnipiac,1007,2.8,-0.5,Michigan,9,2024-10-07,IND,West,1
Quinnipiac,1007,2.8,-0.5,Michigan,9,2024-10-07,CON,Terry,0
Quinnipiac,1007,2.8,-0.5,Michigan,9,2024-10-07,DEM,Harris,47
Quinnipiac,1007,2.8,-0.5,Michigan,9,2024-10-07,REP,Trump,51
Quinnipiac,1412,2.8,-0.5,Pennsylvania,9,2024-10-07,DEM,Harris,49
Quinnipiac,1412,2.8,-0.5,Pennsylvania,9,2024-10-07,REP,Trump,46
Quinnipiac,1412,2.8,-0.5,Pennsylvania,9,2024-10-07,GRE,Stein,1
Quinnipiac,1412,2.8,-0.5,Pennsylvania,9,2024-10-07,LIB,Oliver,1
Quinnipiac,1412,2.8,-0.5,Pennsylvania,9,2024-10-07,DEM,Harris,49
Quinnipiac,1412,2.8,-0.5,Pennsylvania,9,2024-10-07,REP,Trump,47
Quinnipiac,1073,2.8,-0.5,Wisconsin,9,2024-10-07,DEM,Harris,46
Quinnipiac,1073,2.8,-0.5,Wisconsin,9,2024-10-07,REP,Trump,48
Quinnipiac,1073,2.8,-0.5,Wisconsin,9,2024-10-07,GRE,Stein,1
Quinnipiac,1073,2.8,-0.5,Wisconsin,9,2024-10-07,LIB,Oliver,1
Quinnipiac,1073,2.8,-0.5,Wisconsin,9,2024-10-07,IND,West,0
Quinnipiac,1073,2.8,-0.5,Wisconsin,9,2024-10-07,CON,Terry,0
Quinnipiac,1073,2.8,-0.5,Wisconsin,9,2024-10-07,PSL,De la Cruz,0
Quinnipiac,1073,2.8,-0.5,Wisconsin,9,2024-10-07,DEM,Harris,47
Quinnipiac,1073,2.8,-0.5,Wisconsin,9,2024-10-07,REP,Trump,49
Marist,1257,2.9,-0.9,Florida,9,2024-10-07,DEM,Harris,47
Marist,1257,2.9,-0.9,Florida,9,2024-10-07,REP,Trump,51
Marist,1410,2.9,-0.9,Florida,9,2024-10-07,DEM,Harris,47
Marist,1410,2.9,-0.9,Florida,9,2024-10-07,REP,Trump,51
Marist,1365,2.9,-0.9,Texas,9,2024-10-07,DEM,Harris,46
Marist,1365,2.9,-0.9,Texas,9,2024-10-07,REP,Trump,52
Marist,1186,2.9,-0.9,Texas,9,2024-10-07,DEM,Harris,46
Marist,1186,2.9,-0.9,Texas,9,2024-10-07,REP,Trump,53
Marist,1511,2.9,-0.9,Ohio,9,2024-10-07,DEM,Harris,46
Marist,1511,2.9,-0.9,Ohio,9,2024-10-07,REP,Trump,52
Marist,1327,2.9,-0.9,Ohio,9,2024-10-07,DEM,Harris,46
Marist,1327,2.9,-0.9,Ohio,9,2024-10-07,REP,Trump,52
The Washington Post,1002,3,-1.2,Ohio,9,2024-10-07,DEM,Harris,45
The Washington Post,1002,3,-1.2,Ohio,9,2024-10-07,REP,Trump,51
The Washington Post,1002,3,-1.2,Ohio,9,2024-10-07,DEM,Harris,44
The Washington Post,1002,3,-1.2,Ohio,9,2024-10-07,REP,Trump,51
Hunt Research,1037,NA,NA,Pennsylvania,7,2024-10-07,DEM,Harris,47.4
Hunt Research,1037,NA,NA,Pennsylvania,7,2024-10-07,REP,Trump,48.4
Hunt Research,1037,NA,NA,Pennsylvania,7,2024-10-07,DEM,Harris,46.6
Hunt Research,1037,NA,NA,Pennsylvania,7,2024-10-07,REP,Trump,46.8
Hunt Research,1037,NA,NA,Pennsylvania,7,2024-10-07,LIB,Oliver,1
Hunt Research,1037,NA,NA,Pennsylvania,7,2024-10-07,GRE,Stein,1.1
Noble Predictive Insights,539,2.4,-0.4,Utah,6,2024-10-07,DEM,Harris,38
Noble Predictive Insights,539,2.4,-0.4,Utah,6,2024-10-07,REP,Trump,54
Noble Predictive Insights,539,2.4,-0.4,Utah,6,2024-10-07,DEM,Harris,36
Noble Predictive Insights,539,2.4,-0.4,Utah,6,2024-10-07,REP,Trump,54
Noble Predictive Insights,539,2.4,-0.4,Utah,6,2024-10-07,CON,Skousen,0
Noble Predictive Insights,539,2.4,-0.4,Utah,6,2024-10-07,IND,West,2
Noble Predictive Insights,539,2.4,-0.4,Utah,6,2024-10-07,LIB,Oliver,2
Noble Predictive Insights,539,2.4,-0.4,Utah,6,2024-10-07,GRE,Stein,0
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-10-07,DEM,Harris,39
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-10-07,REP,Trump,52
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-10-07,DEM,Harris,37
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-10-07,REP,Trump,51
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-10-07,CON,Skousen,0
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-10-07,IND,West,2
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-10-07,LIB,Oliver,1
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-10-07,GRE,Stein,1
Redfield & Wilton Strategies,1918,1.8,0.4,National,9,2024-10-06,DEM,Harris,47.72
Redfield & Wilton Strategies,1918,1.8,0.4,National,9,2024-10-06,REP,Trump,45.99
Redfield & Wilton Strategies,1918,1.8,0.4,National,9,2024-10-06,LIB,Oliver,0.7
Redfield & Wilton Strategies,1918,1.8,0.4,National,9,2024-10-06,GRE,Stein,0.52
Research Co.,1001,2.4,-0.5,National,6,2024-10-06,DEM,Harris,49
Research Co.,1001,2.4,-0.5,National,6,2024-10-06,REP,Trump,45
Morning Consult,11353,1.9,-0.3,National,3,2024-10-06,DEM,Harris,51
Morning Consult,11353,1.9,-0.3,National,3,2024-10-06,REP,Trump,46
Florida Atlantic University/Mainstreet Research,811,NA,NA,Texas,6,2024-10-06,DEM,Harris,45
Florida Atlantic University/Mainstreet Research,811,NA,NA,Texas,6,2024-10-06,REP,Trump,50
Florida Atlantic University/Mainstreet Research,775,NA,NA,Texas,6,2024-10-06,DEM,Harris,45
Florida Atlantic University/Mainstreet Research,775,NA,NA,Texas,6,2024-10-06,REP,Trump,50
Arc Insights,700,NA,NA,Wisconsin,3,2024-10-06,DEM,Harris,47
Arc Insights,700,NA,NA,Wisconsin,3,2024-10-06,REP,Trump,48
Pew,4025,2.5,-0.4,National,8,2024-10-06,DEM,Harris,48
Pew,4025,2.5,-0.4,National,8,2024-10-06,REP,Trump,47
Pew,4025,2.5,-0.4,National,8,2024-10-06,IND,Kennedy,2
Pew,4025,2.5,-0.4,National,8,2024-10-06,LIB,Oliver,1
Pew,4025,2.5,-0.4,National,8,2024-10-06,GRE,Stein,1
Pew,4025,2.5,-0.4,National,8,2024-10-06,IND,West,0
Pew,4025,2.5,-0.4,National,8,2024-10-06,DEM,Harris,50
Pew,4025,2.5,-0.4,National,8,2024-10-06,REP,Trump,49
Siena/NYT,3385,3,-1.5,National,9,2024-10-06,DEM,Harris,49
Siena/NYT,3385,3,-1.5,National,9,2024-10-06,REP,Trump,46
Siena/NYT,3385,3,-1.5,National,9,2024-10-06,DEM,Harris,47
Siena/NYT,3385,3,-1.5,National,9,2024-10-06,REP,Trump,44
