pollster,sample_size,numeric_grade,pollscore,transparency_score,end_date,party,answer,pct
Outward Intelligence,1880,NA,NA,4,2024-09-19,DEM,Harris,51.2
Outward Intelligence,1880,NA,NA,4,2024-09-19,REP,Trump,44.6
Outward Intelligence,1880,NA,NA,4,2024-09-19,IND,Kennedy,2.4
Outward Intelligence,1880,NA,NA,4,2024-09-19,GRE,Stein,0.6
Outward Intelligence,1880,NA,NA,4,2024-09-19,IND,West,0.6
Outward Intelligence,1880,NA,NA,4,2024-09-19,LIB,Oliver,0.7
Morning Consult,10578,1.9,-0.3,3,2024-09-18,DEM,Harris,50
Morning Consult,10578,1.9,-0.3,3,2024-09-18,REP,Trump,46
Florida Atlantic University/Mainstreet Research,820,NA,NA,6,2024-09-17,DEM,Harris,49
Florida Atlantic University/Mainstreet Research,820,NA,NA,6,2024-09-17,REP,Trump,45
Florida Atlantic University/Mainstreet Research,810,NA,NA,6,2024-09-17,DEM,Harris,49
Florida Atlantic University/Mainstreet Research,810,NA,NA,6,2024-09-17,REP,Trump,45
YouGov,1445,3,-1.1,9,2024-09-17,DEM,Harris,49
YouGov,1445,3,-1.1,9,2024-09-17,REP,Trump,45
YouGov,1445,3,-1.1,9,2024-09-17,GRE,Stein,1
YouGov,1445,3,-1.1,9,2024-09-17,IND,West,0
Morning Consult,10968,1.9,-0.3,3,2024-09-17,DEM,Harris,50
Morning Consult,10968,1.9,-0.3,3,2024-09-17,REP,Trump,45
Hart/POS,1000,2.6,-0.7,4,2024-09-17,DEM,Harris,49
Hart/POS,1000,2.6,-0.7,4,2024-09-17,REP,Trump,44
Hart/POS,1000,2.6,-0.7,4,2024-09-17,DEM,Harris,47
Hart/POS,1000,2.6,-0.7,4,2024-09-17,REP,Trump,41
Hart/POS,1000,2.6,-0.7,4,2024-09-17,IND,Kennedy,2
Hart/POS,1000,2.6,-0.7,4,2024-09-17,IND,West,0
Hart/POS,1000,2.6,-0.7,4,2024-09-17,GRE,Stein,2
Hart/POS,1000,2.6,-0.7,4,2024-09-17,LIB,Oliver,1
Hart/POS,1000,2.6,-0.7,4,2024-09-17,CON,Terry,0
Data for Progress,6152,2.6,-1.2,10,2024-09-17,DEM,Harris,50
Data for Progress,6152,2.6,-1.2,10,2024-09-17,REP,Trump,45
ActiVote,1000,NA,NA,8,2024-09-17,DEM,Harris,52.7
ActiVote,1000,NA,NA,8,2024-09-17,REP,Trump,47.3
HarrisX,1505,1.5,-0.1,6,2024-09-16,DEM,Harris,51
HarrisX,1505,1.5,-0.1,6,2024-09-16,REP,Trump,49
HarrisX,1505,1.5,-0.1,6,2024-09-16,DEM,Harris,50
HarrisX,1505,1.5,-0.1,6,2024-09-16,REP,Trump,45
HarrisX,1505,1.5,-0.1,6,2024-09-16,IND,West,3
HarrisX,1505,1.5,-0.1,6,2024-09-16,GRE,Stein,2
HarrisX,1306,1.5,-0.1,6,2024-09-16,DEM,Harris,51
HarrisX,1306,1.5,-0.1,6,2024-09-16,REP,Trump,49
HarrisX,1247,1.5,-0.1,6,2024-09-16,DEM,Harris,51
HarrisX,1247,1.5,-0.1,6,2024-09-16,REP,Trump,49
HarrisX,1306,1.5,-0.1,6,2024-09-16,DEM,Harris,50
HarrisX,1306,1.5,-0.1,6,2024-09-16,REP,Trump,46
HarrisX,1306,1.5,-0.1,6,2024-09-16,IND,West,3
HarrisX,1306,1.5,-0.1,6,2024-09-16,GRE,Stein,1
HarrisX,1247,1.5,-0.1,6,2024-09-16,DEM,Harris,50
HarrisX,1247,1.5,-0.1,6,2024-09-16,REP,Trump,46
HarrisX,1247,1.5,-0.1,6,2024-09-16,IND,West,2
HarrisX,1247,1.5,-0.1,6,2024-09-16,GRE,Stein,1
Morning Consult,11092,1.9,-0.3,3,2024-09-16,DEM,Harris,50
Morning Consult,11092,1.9,-0.3,3,2024-09-16,REP,Trump,45
Angus Reid,1707,2,-0.1,6,2024-09-16,DEM,Harris,49
Angus Reid,1707,2,-0.1,6,2024-09-16,REP,Trump,45
Beacon/Shaw,1102,2.8,-1.1,9,2024-09-16,DEM,Harris,50
Beacon/Shaw,1102,2.8,-1.1,9,2024-09-16,REP,Trump,48
Beacon/Shaw,876,2.8,-1.1,9,2024-09-16,DEM,Harris,50
Beacon/Shaw,876,2.8,-1.1,9,2024-09-16,REP,Trump,48
J.L. Partners,1000,1.6,0.2,6,2024-09-16,DEM,Harris,43
J.L. Partners,1000,1.6,0.2,6,2024-09-16,REP,Trump,42
J.L. Partners,1000,1.6,0.2,6,2024-09-16,IND,Kennedy,4
J.L. Partners,1000,1.6,0.2,6,2024-09-16,GRE,Stein,1
J.L. Partners,1000,1.6,0.2,6,2024-09-16,IND,West,0
J.L. Partners,1000,1.6,0.2,6,2024-09-16,LIB,Oliver,0
J.L. Partners,1000,1.6,0.2,6,2024-09-16,DEM,Harris,47
J.L. Partners,1000,1.6,0.2,6,2024-09-16,REP,Trump,45
Siena/NYT,2437,3,-1.5,9,2024-09-16,DEM,Harris,47
Siena/NYT,2437,3,-1.5,9,2024-09-16,REP,Trump,47
Siena/NYT,2437,3,-1.5,9,2024-09-16,DEM,Harris,46
Siena/NYT,2437,3,-1.5,9,2024-09-16,REP,Trump,47
Siena/NYT,2437,3,-1.5,9,2024-09-16,DEM,Harris,45
Siena/NYT,2437,3,-1.5,9,2024-09-16,REP,Trump,46
Siena/NYT,2437,3,-1.5,9,2024-09-16,GRE,Stein,2
Siena/NYT,2437,3,-1.5,9,2024-09-16,LIB,Oliver,2
Siena/NYT,2437,3,-1.5,9,2024-09-16,DEM,Harris,46
Siena/NYT,2437,3,-1.5,9,2024-09-16,REP,Trump,46
Siena/NYT,2437,3,-1.5,9,2024-09-16,GRE,Stein,2
Siena/NYT,2437,3,-1.5,9,2024-09-16,LIB,Oliver,2
Morning Consult,11022,1.9,-0.3,3,2024-09-15,DEM,Harris,51
Morning Consult,11022,1.9,-0.3,3,2024-09-15,REP,Trump,45
Big Village,2027,1.2,1.7,9,2024-09-15,DEM,Harris,44.9
Big Village,2027,1.2,1.7,9,2024-09-15,REP,Trump,39.4
Big Village,1724,1.2,1.7,9,2024-09-15,DEM,Harris,47.7
Big Village,1724,1.2,1.7,9,2024-09-15,REP,Trump,42.5
Big Village,1568,1.2,1.7,9,2024-09-15,DEM,Harris,50.5
Big Village,1568,1.2,1.7,9,2024-09-15,REP,Trump,43.4
Morning Consult,10868,1.9,-0.3,3,2024-09-14,DEM,Harris,50
Morning Consult,10868,1.9,-0.3,3,2024-09-14,REP,Trump,45
Data for Progress,1283,2.6,-1.2,10,2024-09-13,DEM,Harris,50
Data for Progress,1283,2.6,-1.2,10,2024-09-13,REP,Trump,46
YouGov,1177,3,-1.1,9,2024-09-13,DEM,Harris,50
YouGov,1177,3,-1.1,9,2024-09-13,REP,Trump,45
YouGov,1090,3,-1.1,9,2024-09-13,DEM,Harris,50
YouGov,1090,3,-1.1,9,2024-09-13,REP,Trump,46
YouGov,1175,3,-1.1,9,2024-09-13,DEM,Harris,48
YouGov,1175,3,-1.1,9,2024-09-13,REP,Trump,44
YouGov,1175,3,-1.1,9,2024-09-13,IND,West,1
YouGov,1175,3,-1.1,9,2024-09-13,GRE,Stein,1
YouGov,1175,3,-1.1,9,2024-09-13,LIB,Oliver,1
YouGov,1090,3,-1.1,9,2024-09-13,DEM,Harris,49
YouGov,1090,3,-1.1,9,2024-09-13,REP,Trump,45
YouGov,1090,3,-1.1,9,2024-09-13,IND,West,1
YouGov,1090,3,-1.1,9,2024-09-13,GRE,Stein,1
YouGov,1090,3,-1.1,9,2024-09-13,LIB,Oliver,1
TIPP,1721,1.8,-0.4,3,2024-09-13,DEM,Harris,47
TIPP,1721,1.8,-0.4,3,2024-09-13,REP,Trump,43
TIPP,1721,1.8,-0.4,3,2024-09-13,DEM,Harris,45
TIPP,1721,1.8,-0.4,3,2024-09-13,REP,Trump,41
TIPP,1721,1.8,-0.4,3,2024-09-13,IND,Kennedy,5
Ipsos,3276,2.8,-0.9,9.5,2024-09-13,DEM,Harris,51
Ipsos,3276,2.8,-0.9,9.5,2024-09-13,REP,Trump,46
Ipsos,2772,2.8,-0.9,9.5,2024-09-13,DEM,Harris,51
Ipsos,2772,2.8,-0.9,9.5,2024-09-13,REP,Trump,47
Ipsos,2196,2.8,-0.9,9.5,2024-09-13,DEM,Harris,52
Ipsos,2196,2.8,-0.9,9.5,2024-09-13,REP,Trump,46
Ipsos,3276,2.8,-0.9,9.5,2024-09-13,DEM,Harris,51
Ipsos,3276,2.8,-0.9,9.5,2024-09-13,REP,Trump,45
Ipsos,3276,2.8,-0.9,9.5,2024-09-13,IND,West,1
Ipsos,3276,2.8,-0.9,9.5,2024-09-13,GRE,Stein,1
Ipsos,3276,2.8,-0.9,9.5,2024-09-13,LIB,Oliver,1
Ipsos,2772,2.8,-0.9,9.5,2024-09-13,DEM,Harris,50
Ipsos,2772,2.8,-0.9,9.5,2024-09-13,REP,Trump,46
Ipsos,2772,2.8,-0.9,9.5,2024-09-13,IND,West,1
Ipsos,2772,2.8,-0.9,9.5,2024-09-13,GRE,Stein,1
Ipsos,2772,2.8,-0.9,9.5,2024-09-13,LIB,Oliver,1
Ipsos,2196,2.8,-0.9,9.5,2024-09-13,DEM,Harris,51
Ipsos,2196,2.8,-0.9,9.5,2024-09-13,REP,Trump,46
Ipsos,2196,2.8,-0.9,9.5,2024-09-13,IND,West,1
Ipsos,2196,2.8,-0.9,9.5,2024-09-13,GRE,Stein,1
Ipsos,2196,2.8,-0.9,9.5,2024-09-13,LIB,Oliver,0
Morning Consult,10270,1.9,-0.3,3,2024-09-13,DEM,Harris,50
Morning Consult,10270,1.9,-0.3,3,2024-09-13,REP,Trump,45
HarrisX,3018,1.5,-0.1,6,2024-09-13,DEM,Harris,52
HarrisX,3018,1.5,-0.1,6,2024-09-13,REP,Trump,48
HarrisX,3018,1.5,-0.1,6,2024-09-13,DEM,Harris,50
HarrisX,3018,1.5,-0.1,6,2024-09-13,REP,Trump,47
HarrisX,3018,1.5,-0.1,6,2024-09-13,IND,West,2
HarrisX,3018,1.5,-0.1,6,2024-09-13,GRE,Stein,1
J.L. Partners,744,1.6,0.2,6,2024-09-13,DEM,Harris,47
J.L. Partners,744,1.6,0.2,6,2024-09-13,REP,Trump,42
J.L. Partners,744,1.6,0.2,6,2024-09-13,IND,Kennedy,3
J.L. Partners,744,1.6,0.2,6,2024-09-13,GRE,Stein,1
J.L. Partners,744,1.6,0.2,6,2024-09-13,IND,West,1
J.L. Partners,744,1.6,0.2,6,2024-09-13,LIB,Oliver,1
Redfield & Wilton Strategies,1952,1.8,0.4,9,2024-09-12,DEM,Harris,44
Redfield & Wilton Strategies,1952,1.8,0.4,9,2024-09-12,REP,Trump,42
Redfield & Wilton Strategies,1952,1.8,0.4,9,2024-09-12,LIB,Oliver,1
Redfield & Wilton Strategies,1952,1.8,0.4,9,2024-09-12,GRE,Stein,1
Ipsos,1405,2.8,-0.9,9.5,2024-09-12,DEM,Harris,47
Ipsos,1405,2.8,-0.9,9.5,2024-09-12,REP,Trump,42
Ipsos,1690,2.8,-0.9,9.5,2024-09-12,DEM,Harris,43
Ipsos,1690,2.8,-0.9,9.5,2024-09-12,REP,Trump,39
AtlasIntel,1775,2.7,-0.8,6,2024-09-12,DEM,Harris,48
AtlasIntel,1775,2.7,-0.8,6,2024-09-12,REP,Trump,50.9
AtlasIntel,1775,2.7,-0.8,6,2024-09-12,DEM,Harris,47.3
AtlasIntel,1775,2.7,-0.8,6,2024-09-12,REP,Trump,50.9
AtlasIntel,1775,2.7,-0.8,6,2024-09-12,GRE,Stein,0.4
AtlasIntel,1775,2.7,-0.8,6,2024-09-12,IND,West,0.2
AtlasIntel,1775,2.7,-0.8,6,2024-09-12,LIB,Oliver,0.1
Morning Consult,10100,1.9,-0.3,3,2024-09-12,DEM,Harris,50
Morning Consult,10100,1.9,-0.3,3,2024-09-12,REP,Trump,45
RMG Research,2756,2.3,-0.4,5,2024-09-12,DEM,Harris,51
RMG Research,2756,2.3,-0.4,5,2024-09-12,REP,Trump,47
Morning Consult,3317,1.9,-0.3,3,2024-09-11,DEM,Harris,50
Morning Consult,3317,1.9,-0.3,3,2024-09-11,REP,Trump,45
SoCal Strategies,719,NA,NA,9,2024-09-11,DEM,Harris,48
SoCal Strategies,719,NA,NA,9,2024-09-11,REP,Trump,45
Leger,1174,2,0,9,2024-09-11,DEM,Harris,47
Leger,1174,2,0,9,2024-09-11,REP,Trump,44
Morning Consult,9889,1.9,-0.3,3,2024-09-11,DEM,Harris,50
Morning Consult,9889,1.9,-0.3,3,2024-09-11,REP,Trump,46
Morning Consult,3204,1.9,-0.3,3,2024-09-10,DEM,Harris,50
Morning Consult,3204,1.9,-0.3,3,2024-09-10,REP,Trump,46
YouGov,1464,3,-1.1,9,2024-09-10,DEM,Harris,45
YouGov,1464,3,-1.1,9,2024-09-10,REP,Trump,45
YouGov,1464,3,-1.1,9,2024-09-10,GRE,Stein,1
YouGov,1464,3,-1.1,9,2024-09-10,IND,West,1
Morning Consult,10482,1.9,-0.3,3,2024-09-10,DEM,Harris,50
Morning Consult,10482,1.9,-0.3,3,2024-09-10,REP,Trump,46
Morning Consult,10884,1.9,-0.3,3,2024-09-09,DEM,Harris,49
Morning Consult,10884,1.9,-0.3,3,2024-09-09,REP,Trump,46
ActiVote,1000,NA,NA,8,2024-09-09,DEM,Harris,51.2
ActiVote,1000,NA,NA,8,2024-09-09,REP,Trump,48.8
Big Village,2028,1.2,1.7,9,2024-09-08,DEM,Harris,43.9
Big Village,2028,1.2,1.7,9,2024-09-08,REP,Trump,40.5
Big Village,1722,1.2,1.7,9,2024-09-08,DEM,Harris,47.5
Big Village,1722,1.2,1.7,9,2024-09-08,REP,Trump,43.2
Big Village,1546,1.2,1.7,9,2024-09-08,DEM,Harris,49.3
Big Village,1546,1.2,1.7,9,2024-09-08,REP,Trump,44.7
Morning Consult,10607,1.9,-0.3,3,2024-09-08,DEM,Harris,49
Morning Consult,10607,1.9,-0.3,3,2024-09-08,REP,Trump,46
Morning Consult,10145,1.9,-0.3,3,2024-09-07,DEM,Harris,49
Morning Consult,10145,1.9,-0.3,3,2024-09-07,REP,Trump,46
Morning Consult,10014,1.9,-0.3,3,2024-09-06,DEM,Harris,49
Morning Consult,10014,1.9,-0.3,3,2024-09-06,REP,Trump,46
Siena/NYT,1695,3,-1.5,9,2024-09-06,DEM,Harris,47
Siena/NYT,1695,3,-1.5,9,2024-09-06,REP,Trump,48
Siena/NYT,1695,3,-1.5,9,2024-09-06,DEM,Harris,45
Siena/NYT,1695,3,-1.5,9,2024-09-06,REP,Trump,47
Siena/NYT,1695,3,-1.5,9,2024-09-06,GRE,Stein,1
Siena/NYT,1695,3,-1.5,9,2024-09-06,LIB,Oliver,2
Siena/NYT,1695,3,-1.5,9,2024-09-06,DEM,Harris,46
Siena/NYT,1695,3,-1.5,9,2024-09-06,REP,Trump,48
Siena/NYT,1695,3,-1.5,9,2024-09-06,DEM,Harris,44
Siena/NYT,1695,3,-1.5,9,2024-09-06,REP,Trump,46
Siena/NYT,1695,3,-1.5,9,2024-09-06,GRE,Stein,2
Siena/NYT,1695,3,-1.5,9,2024-09-06,LIB,Oliver,2
HarrisX/Harris Poll,2358,1.5,-0.1,7,2024-09-05,DEM,Harris,50
HarrisX/Harris Poll,2358,1.5,-0.1,7,2024-09-05,REP,Trump,50
HarrisX/Harris Poll,2358,1.5,-0.1,7,2024-09-05,DEM,Harris,49
HarrisX/Harris Poll,2358,1.5,-0.1,7,2024-09-05,REP,Trump,49
HarrisX/Harris Poll,2358,1.5,-0.1,7,2024-09-05,IND,West,1
HarrisX/Harris Poll,2358,1.5,-0.1,7,2024-09-05,GRE,Stein,1
RMG Research,2701,2.3,-0.4,5,2024-09-05,DEM,Harris,50
RMG Research,2701,2.3,-0.4,5,2024-09-05,REP,Trump,48
Marist,1413,2.9,-0.9,7,2024-09-05,DEM,Harris,49
Marist,1413,2.9,-0.9,7,2024-09-05,REP,Trump,48
Morning Consult,10862,1.9,-0.3,3,2024-09-05,DEM,Harris,49
Morning Consult,10862,1.9,-0.3,3,2024-09-05,REP,Trump,46
Cygnal,1510,2.1,-1.1,4,2024-09-05,DEM,Harris,46.2
Cygnal,1510,2.1,-1.1,4,2024-09-05,REP,Trump,44.2
Cygnal,1510,2.1,-1.1,4,2024-09-05,IND,Kennedy,3
Cygnal,1510,2.1,-1.1,4,2024-09-05,GRE,Stein,1.1
Cygnal,1510,2.1,-1.1,4,2024-09-05,IND,West,0.9
Cygnal,1510,2.1,-1.1,4,2024-09-05,LIB,Oliver,0.7
Cygnal,1510,2.1,-1.1,4,2024-09-05,DEM,Harris,49
Cygnal,1510,2.1,-1.1,4,2024-09-05,REP,Trump,46.9
Outward Intelligence,1890,NA,NA,4,2024-09-05,DEM,Harris,52
Outward Intelligence,1890,NA,NA,4,2024-09-05,REP,Trump,48
Outward Intelligence,1890,NA,NA,4,2024-09-05,DEM,Harris,50.5
Outward Intelligence,1890,NA,NA,4,2024-09-05,REP,Trump,44.6
Outward Intelligence,1890,NA,NA,4,2024-09-05,IND,Kennedy,3.2
Outward Intelligence,1890,NA,NA,4,2024-09-05,GRE,Stein,0.8
Outward Intelligence,1890,NA,NA,4,2024-09-05,IND,West,0.5
Outward Intelligence,1890,NA,NA,4,2024-09-05,LIB,Oliver,0.5
Emerson,1000,2.9,-1.1,7,2024-09-04,DEM,Harris,51.3
Emerson,1000,2.9,-1.1,7,2024-09-04,REP,Trump,47.6
Morning Consult,11414,1.9,-0.3,3,2024-09-04,DEM,Harris,49
Morning Consult,11414,1.9,-0.3,3,2024-09-04,REP,Trump,46
SurveyMonkey,18123,2,0.2,9,2024-09-04,DEM,Harris,44
SurveyMonkey,18123,2,0.2,9,2024-09-04,REP,Trump,41
SurveyMonkey,20762,2,0.2,9,2024-09-04,DEM,Harris,39
SurveyMonkey,20762,2,0.2,9,2024-09-04,REP,Trump,37
Kaiser Family Foundation,1084,2.5,-0.3,9.5,2024-09-04,DEM,Harris,48
Kaiser Family Foundation,1084,2.5,-0.3,9.5,2024-09-04,REP,Trump,47
PRRI,NA,1.8,0.4,9,2024-09-04,DEM,Harris,45
PRRI,NA,1.8,0.4,9,2024-09-04,REP,Trump,40
PRRI,NA,1.8,0.4,9,2024-09-04,IND,Kennedy,3
PRRI,NA,1.8,0.4,9,2024-09-04,GRE,Stein,1
PRRI,NA,1.8,0.4,9,2024-09-04,IND,West,1
PRRI,NA,1.8,0.4,9,2024-09-04,DEM,Harris,50
PRRI,NA,1.8,0.4,9,2024-09-04,REP,Trump,47
PRRI,5325,1.8,0.4,9,2024-09-04,DEM,Harris,42
PRRI,5325,1.8,0.4,9,2024-09-04,REP,Trump,36
PRRI,5325,1.8,0.4,9,2024-09-04,IND,Kennedy,3
PRRI,5325,1.8,0.4,9,2024-09-04,GRE,Stein,1
PRRI,5325,1.8,0.4,9,2024-09-04,IND,West,1
YouGov,1389,3,-1.1,9,2024-09-03,DEM,Harris,47
YouGov,1389,3,-1.1,9,2024-09-03,REP,Trump,45
YouGov,1389,3,-1.1,9,2024-09-03,GRE,Stein,1
YouGov,1389,3,-1.1,9,2024-09-03,IND,West,0
Patriot Polling,1003,1.1,0.6,5,2024-09-03,DEM,Harris,48.8
Patriot Polling,1003,1.1,0.6,5,2024-09-03,REP,Trump,47.3
Morning Consult,4000,1.9,-0.3,3,2024-09-03,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-09-03,REP,Trump,45
Morning Consult,11928,1.9,-0.3,3,2024-09-03,DEM,Harris,50
Morning Consult,11928,1.9,-0.3,3,2024-09-03,REP,Trump,46
Big Data Poll,3047,1.1,0.2,7,2024-09-03,DEM,Harris,49.9
Big Data Poll,3047,1.1,0.2,7,2024-09-03,REP,Trump,50.1
Big Data Poll,3047,1.1,0.2,7,2024-09-03,DEM,Harris,48.3
Big Data Poll,3047,1.1,0.2,7,2024-09-03,REP,Trump,47.2
Big Data Poll,3047,1.1,0.2,7,2024-09-03,DEM,Harris,46.7
Big Data Poll,3047,1.1,0.2,7,2024-09-03,REP,Trump,46.9
Big Data Poll,3047,1.1,0.2,7,2024-09-03,LIB,Oliver,1.3
Big Data Poll,3047,1.1,0.2,7,2024-09-03,GRE,Stein,0.8
Big Data Poll,3047,1.1,0.2,7,2024-09-03,IND,West,1.2
Morning Consult,4000,1.9,-0.3,3,2024-09-02,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-09-02,REP,Trump,45
Morning Consult,12084,1.9,-0.3,3,2024-09-02,DEM,Harris,50
Morning Consult,12084,1.9,-0.3,3,2024-09-02,REP,Trump,45
Echelon Insights/GBAO,2045,NA,NA,9,2024-09-02,DEM,Harris,49
Echelon Insights/GBAO,2045,NA,NA,9,2024-09-02,REP,Trump,46
Pew,8044,2.5,-0.4,8,2024-09-02,DEM,Harris,49
Pew,8044,2.5,-0.4,8,2024-09-02,REP,Trump,49
ActiVote,1000,NA,NA,8,2024-09-02,DEM,Harris,50.8
ActiVote,1000,NA,NA,8,2024-09-02,REP,Trump,49.2
Morning Consult,4000,1.9,-0.3,3,2024-09-01,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-09-01,REP,Trump,45
Morning Consult,11919,1.9,-0.3,3,2024-09-01,DEM,Harris,50
Morning Consult,11919,1.9,-0.3,3,2024-09-01,REP,Trump,45
McLaughlin,2000,0.5,1.6,4,2024-09-01,DEM,Harris,46.8
McLaughlin,2000,0.5,1.6,4,2024-09-01,REP,Trump,47.4
McLaughlin,1778,0.5,1.6,4,2024-09-01,DEM,Harris,47.3
McLaughlin,1778,0.5,1.6,4,2024-09-01,REP,Trump,48.8
McLaughlin,2000,0.5,1.6,4,2024-09-01,DEM,Harris,45.4
McLaughlin,2000,0.5,1.6,4,2024-09-01,REP,Trump,44.1
McLaughlin,2000,0.5,1.6,4,2024-09-01,IND,West,1.1
McLaughlin,2000,0.5,1.6,4,2024-09-01,GRE,Stein,0.9
McLaughlin,2000,0.5,1.6,4,2024-09-01,LIB,Oliver,0.9
McLaughlin,1778,0.5,1.6,4,2024-09-01,DEM,Harris,46.6
McLaughlin,1778,0.5,1.6,4,2024-09-01,REP,Trump,46.2
McLaughlin,1778,0.5,1.6,4,2024-09-01,IND,West,1
McLaughlin,1778,0.5,1.6,4,2024-09-01,GRE,Stein,0.8
McLaughlin,1778,0.5,1.6,4,2024-09-01,LIB,Oliver,0.9
Morning Consult,4000,1.9,-0.3,3,2024-08-31,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-08-31,REP,Trump,45
Morning Consult,11495,1.9,-0.3,3,2024-08-31,DEM,Harris,50
Morning Consult,11495,1.9,-0.3,3,2024-08-31,REP,Trump,46
TIPP,1386,1.8,-0.4,3,2024-08-30,DEM,Harris,48
TIPP,1386,1.8,-0.4,3,2024-08-30,REP,Trump,45
TIPP,1386,1.8,-0.4,3,2024-08-30,DEM,Harris,47
TIPP,1386,1.8,-0.4,3,2024-08-30,REP,Trump,43
TIPP,1386,1.8,-0.4,3,2024-08-30,IND,Kennedy,4
TIPP,1386,1.8,-0.4,3,2024-08-30,GRE,Stein,1
TIPP,1386,1.8,-0.4,3,2024-08-30,IND,West,0
Morning Consult,4000,1.9,-0.3,3,2024-08-30,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-08-30,REP,Trump,45
Morning Consult,11214,1.9,-0.3,3,2024-08-30,DEM,Harris,49
Morning Consult,11214,1.9,-0.3,3,2024-08-30,REP,Trump,46
Redfield & Wilton Strategies,2078,1.8,0.4,9,2024-08-29,DEM,Harris,44
Redfield & Wilton Strategies,2078,1.8,0.4,9,2024-08-29,REP,Trump,42
Redfield & Wilton Strategies,2078,1.8,0.4,9,2024-08-29,LIB,Oliver,1
Redfield & Wilton Strategies,2078,1.8,0.4,9,2024-08-29,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-08-29,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-08-29,REP,Trump,45
Morning Consult,10875,1.9,-0.3,3,2024-08-29,DEM,Harris,49
Morning Consult,10875,1.9,-0.3,3,2024-08-29,REP,Trump,46
Outward Intelligence,2191,NA,NA,4,2024-08-29,DEM,Harris,52.6
Outward Intelligence,2191,NA,NA,4,2024-08-29,REP,Trump,47.4
Outward Intelligence,2191,NA,NA,4,2024-08-29,DEM,Harris,49.5
Outward Intelligence,2191,NA,NA,4,2024-08-29,REP,Trump,44.3
Outward Intelligence,2191,NA,NA,4,2024-08-29,IND,Kennedy,4.1
Outward Intelligence,2191,NA,NA,4,2024-08-29,GRE,Stein,1.2
Outward Intelligence,2191,NA,NA,4,2024-08-29,IND,West,0.6
Outward Intelligence,2191,NA,NA,4,2024-08-29,LIB,Oliver,0.3
RMG Research,2441,2.3,-0.4,5,2024-08-28,DEM,Harris,51
RMG Research,2441,2.3,-0.4,5,2024-08-28,REP,Trump,48
Morning Consult,4000,1.9,-0.3,3,2024-08-28,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-08-28,REP,Trump,45
Morning Consult,10673,1.9,-0.3,3,2024-08-28,DEM,Harris,49
Morning Consult,10673,1.9,-0.3,3,2024-08-28,REP,Trump,46
Suffolk,1000,2.9,-1,8,2024-08-28,DEM,Harris,47.6
Suffolk,1000,2.9,-1,8,2024-08-28,REP,Trump,43.3
Suffolk,1000,2.9,-1,8,2024-08-28,IND,West,1.5
Suffolk,1000,2.9,-1,8,2024-08-28,GRE,Stein,1.2
Suffolk,1000,2.9,-1,8,2024-08-28,LIB,Oliver,0.7
Fabrizio/GBAO,1500,NA,NA,6,2024-08-28,DEM,Harris,47
Fabrizio/GBAO,1500,NA,NA,6,2024-08-28,REP,Trump,45
Fabrizio/GBAO,1500,NA,NA,6,2024-08-28,IND,West,1
Fabrizio/GBAO,1500,NA,NA,6,2024-08-28,GRE,Stein,1
Fabrizio/GBAO,1500,NA,NA,6,2024-08-28,LIB,Oliver,1
Fabrizio/GBAO,1500,NA,NA,6,2024-08-28,DEM,Harris,48
Fabrizio/GBAO,1500,NA,NA,6,2024-08-28,REP,Trump,47
Big Village,2020,1.2,1.7,9,2024-08-28,DEM,Harris,42.2
Big Village,2020,1.2,1.7,9,2024-08-28,REP,Trump,37
Big Village,2020,1.2,1.7,9,2024-08-28,IND,Kennedy,5
Big Village,2020,1.2,1.7,9,2024-08-28,IND,West,1
Big Village,2020,1.2,1.7,9,2024-08-28,GRE,Stein,0.7
Big Village,1681,1.2,1.7,9,2024-08-28,DEM,Harris,45.3
Big Village,1681,1.2,1.7,9,2024-08-28,REP,Trump,40.4
Big Village,1681,1.2,1.7,9,2024-08-28,IND,Kennedy,4.8
Big Village,1681,1.2,1.7,9,2024-08-28,IND,West,0.8
Big Village,1681,1.2,1.7,9,2024-08-28,GRE,Stein,0.7
Big Village,1511,1.2,1.7,9,2024-08-28,DEM,Harris,47.9
Big Village,1511,1.2,1.7,9,2024-08-28,REP,Trump,41.3
Big Village,1511,1.2,1.7,9,2024-08-28,IND,Kennedy,4.5
Big Village,1511,1.2,1.7,9,2024-08-28,IND,West,0.7
Big Village,1511,1.2,1.7,9,2024-08-28,GRE,Stein,0.7
Big Village,2020,1.2,1.7,9,2024-08-28,DEM,Harris,45.1
Big Village,2020,1.2,1.7,9,2024-08-28,REP,Trump,39.4
Big Village,1681,1.2,1.7,9,2024-08-28,DEM,Harris,48.4
Big Village,1681,1.2,1.7,9,2024-08-28,REP,Trump,42.4
Big Village,1511,1.2,1.7,9,2024-08-28,DEM,Harris,50.4
Big Village,1511,1.2,1.7,9,2024-08-28,REP,Trump,43.2
Clarity,1238,1.6,-0.2,1,2024-08-28,DEM,Harris,51
